"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"3.00";"14.25";"11.79";"2.46";"21.00";"0.00"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Bier";"Warsteiner";"2.00";"7.50";"6.20";"1.30";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"12.00";"102.00";"93.60";"8.40";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"22.00";"181.50";"166.54";"14.96";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"10.00";"62.50";"57.31";"5.19";"9.00";"0.00"
"Broodjes";"Croissant los";"3.00";"6.75";"6.18";"0.57";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"28.00";"194.60";"178.62";"15.98";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"9.00";"76.50";"70.20";"6.30";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appelflap";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Gebak";"Appeltaart";"32.00";"136.00";"124.80";"11.20";"9.00";"0.00"
"Gebak";"Carrot Cake";"12.00";"47.40";"43.45";"3.95";"9.00";"0.00"
"Gebak";"Gevulde Koek";"2.00";"6.20";"5.68";"0.52";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"23.00";"120.75";"110.85";"9.90";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"5.00";"23.75";"21.80";"1.95";"9.00";"0.00"
"Gebak";"Slagroom";"6.00";"3.00";"2.76";"0.24";"9.00";"0.00"
"Ijs";"Calippo cola";"13.00";"25.35";"23.27";"2.08";"9.00";"0.00"
"Ijs";"Cornetto";"1.00";"2.50";"2.29";"0.21";"9.00";"0.00"
"Ijs";"Dracula";"3.00";"5.25";"4.83";"0.42";"9.00";"0.00"
"Ijs";"Magnum Classic";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Magnum White";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Ijs";"Raket";"5.00";"8.75";"8.05";"0.70";"9.00";"0.00"
"Ijs";"Solero";"5.00";"14.75";"13.55";"1.20";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"6.00";"10.50";"9.66";"0.84";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"22.00";"86.90";"79.67";"7.23";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"31.00";"103.85";"95.18";"8.67";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"14.00";"45.50";"41.72";"3.78";"9.00";"0.00"
"Koude Dranken";"Chocomel";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"17.00";"55.25";"50.66";"4.59";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"17.00";"55.25";"50.66";"4.59";"9.00";"0.00"
