"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"4.00";"19.00";"15.72";"3.28";"21.00";"0.00"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Bier";"Warsteiner";"4.00";"15.00";"12.40";"2.60";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"8.00";"68.00";"62.40";"5.60";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"11.00";"90.75";"83.27";"7.48";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"7.00";"43.75";"40.11";"3.64";"9.00";"0.00"
"Broodjes";"Kids boterham kaas/jam/hagel";"1.00";"2.75";"2.52";"0.23";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"13.00";"90.35";"82.94";"7.41";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"1.00";"8.50";"7.80";"0.70";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"3.00";"2.85";"2.61";"0.24";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"2.00";"5.90";"5.42";"0.48";"9.00";"0.00"
"Gebak";"Appelflap";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Gebak";"Appeltaart";"21.00";"89.25";"81.90";"7.35";"9.00";"0.00"
"Gebak";"Carrot Cake";"11.00";"43.45";"39.82";"3.63";"9.00";"0.00"
"Gebak";"Gevulde Koek";"4.00";"12.40";"11.36";"1.04";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"22.00";"115.50";"106.04";"9.46";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"4.00";"19.00";"17.44";"1.56";"9.00";"0.00"
"Gebak";"Slagroom";"9.00";"4.50";"4.14";"0.36";"9.00";"0.00"
"Ijs";"Cornetto";"3.00";"7.50";"6.87";"0.63";"9.00";"0.00"
"Ijs";"Dracula";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Raket";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"11.00";"43.45";"39.82";"3.63";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"2.00";"6.70";"6.14";"0.56";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"11.00";"35.75";"32.78";"2.97";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fanta";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Rivella ";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"9.00";"31.50";"28.89";"2.61";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Tonic";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"2.00";"9.50";"8.72";"0.78";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"5.00";"59.75";"54.80";"4.95";"9.00";"0.00"
"Snacks";"Fritessaus zakje ";"1.00";"0.75";"0.69";"0.06";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
"Snoep";"Chips";"3.00";"5.85";"5.37";"0.48";"9.00";"0.00"
"Soepen";"Seizoenssoep";"7.00";"52.50";"48.16";"4.34";"9.00";"0.00"
"Soepen";"Tomatensoep";"8.00";"55.60";"51.04";"4.56";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"38.00";"133.00";"121.98";"11.02";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Espresso";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Warme Dranken";"Koffie";"38.00";"123.50";"113.24";"10.26";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"6.00";"25.50";"23.40";"2.10";"9.00";"0.00"
"Warme Dranken";"Thee";"15.00";"48.75";"44.70";"4.05";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"1.00";"3.95";"3.62";"0.33";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"6.00";"23.70";"21.72";"1.98";"9.00";"0.00"
"Wijn";"Moezel Wijn";"2.00";"13.90";"11.48";"2.42";"21.00";"0.00"
"Wijn";"Rosé Wijn - Mr Paul | Cinsualt Rosé";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wijn";"Witte Wijn - Mr Paul | Sauvignon Blanc";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"12.00";"87.00";"79.80";"7.20";"9.00";"0.00"
