"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"4.00";"16.15";"13.35";"2.80";"21.00";"2.85"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Bier";"Warsteiner";"5.00";"18.00";"14.88";"3.12";"21.00";"0.75"
"Broodjes";"Broodje Bal (in jus)";"6.00";"49.30";"45.24";"4.06";"9.00";"1.70"
"Broodjes";"Broodje Gegrilde Groente";"31.00";"255.75";"234.67";"21.08";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"8.00";"50.00";"45.84";"4.16";"9.00";"0.00"
"Broodjes";"Croissant los";"4.00";"9.00";"8.24";"0.76";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"20.00";"117.81";"108.11";"9.70";"9.00";"1.19"
"Broodjes";"Pretzel Mortadella";"6.00";"51.00";"46.80";"4.20";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"Aardbei plaatgebak";"15.00";"81.40";"74.74";"6.66";"9.00";"1.10"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.21";"10.30";"0.91";"9.00";"0.59"
"Gebak";"Appelflap";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Gebak";"Appeltaart";"13.00";"52.70";"48.36";"4.34";"9.00";"2.55"
"Gebak";"Carrot Cake";"15.00";"59.25";"54.30";"4.95";"9.00";"0.00"
"Gebak";"Gevulde Koek";"8.00";"24.80";"22.72";"2.08";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"44.00";"225.75";"207.23";"18.52";"9.00";"5.25"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"3.00";"14.25";"13.08";"1.17";"9.00";"0.00"
"Gebak";"Slagroom";"6.00";"2.80";"2.58";"0.22";"9.00";"0.20"
"Ijs";"Magnum Almond vegan";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Magnum Classic";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Magnum White";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Raket";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"3.00";"5.25";"4.83";"0.42";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"15.00";"57.67";"52.86";"4.81";"9.00";"1.58"
"Koude Dranken";"Bitter Lemon";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"10.00";"33.50";"30.70";"2.80";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Chocomel";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"7.00";"21.45";"19.68";"1.77";"9.00";"1.30"
"Koude Dranken";"Coca Cola Zero";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Fanta";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"10.00";"31.85";"29.21";"2.64";"9.00";"0.65"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Rivella ";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"5.00";"16.80";"15.41";"1.39";"9.00";"0.70"
"Koude Dranken";"Schulp | Sinaasappel";"7.00";"23.80";"21.83";"1.97";"9.00";"0.70"
"Koude Dranken";"Tonic";"5.00";"15.60";"14.31";"1.29";"9.00";"0.65"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"7.00";"32.30";"29.65";"2.65";"9.00";"0.95"
"Non-alcoholische Dranken";"Warsteiner 0.0";"7.00";"22.50";"20.63";"1.87";"9.00";"3.75"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"3.00";"10.50";"9.63";"0.87";"9.00";"0.75"
"Salades";"Salade Parelcouscous";"7.00";"81.26";"74.53";"6.73";"9.00";"2.39"
"Snacks";"Kroket";"6.00";"22.04";"20.24";"1.80";"9.00";"0.76"
"Snacks";"Mosterd zakje";"2.00";"0.90";"0.83";"0.07";"9.00";"0.10"
"Snoep";"Chips";"5.00";"9.75";"8.95";"0.80";"9.00";"0.00"
"Soepen";"Seizoenssoep";"4.00";"30.00";"27.52";"2.48";"9.00";"0.00"
"Soepen";"Tomatensoep";"4.00";"26.41";"24.24";"2.17";"9.00";"1.39"
"Warme Dranken";"Cappuccino";"63.00";"215.60";"197.75";"17.85";"9.00";"4.90"
"Warme Dranken";"Dubbele Espresso ";"1.00";"4.50";"4.13";"0.37";"9.00";"0.00"
"Warme Dranken";"Espresso";"6.00";"18.20";"16.70";"1.50";"9.00";"1.30"
"Warme Dranken";"Koffie";"57.00";"182.65";"167.50";"15.15";"9.00";"2.60"
"Warme Dranken";"Koffie Verkeerd";"9.00";"31.50";"28.89";"2.61";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"19.00";"78.20";"71.76";"6.44";"9.00";"2.55"
"Warme Dranken";"Thee";"26.00";"83.85";"76.89";"6.96";"9.00";"0.65"
"Warme Dranken";"Thee | Verse gember";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Wraps";"Wrap Zalm";"21.00";"152.25";"139.65";"12.60";"9.00";"0.00"
