"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Warsteiner";"5.00";"18.75";"15.50";"3.25";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"11.00";"93.50";"85.80";"7.70";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"6.00";"49.50";"45.42";"4.08";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"27.00";"187.65";"172.26";"15.39";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"9.00";"76.50";"70.20";"6.30";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appeltaart";"24.00";"102.00";"93.60";"8.40";"9.00";"0.00"
"Gebak";"Carrot Cake";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"30.00";"157.50";"144.60";"12.90";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"6.00";"28.50";"26.16";"2.34";"9.00";"0.00"
"Gebak";"Slagroom";"18.00";"9.00";"8.28";"0.72";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"26.00";"102.70";"94.12";"8.58";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"7.00";"23.45";"21.49";"1.96";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chocomel";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fanta";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fristi";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Rivella ";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"1.00";"3.75";"3.44";"0.31";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"5.00";"59.75";"54.80";"4.95";"9.00";"0.00"
"Snacks";"Kroket";"3.00";"11.40";"10.47";"0.93";"9.00";"0.00"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"1.00";"1.95";"1.79";"0.16";"9.00";"0.00"
"Soepen";"Seizoenssoep";"21.00";"157.50";"144.48";"13.02";"9.00";"0.00"
"Soepen";"Tomatensoep";"16.00";"111.20";"102.08";"9.12";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"47.00";"164.50";"150.87";"13.63";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Espresso";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Warme Dranken";"Koffie";"52.00";"169.00";"154.97";"14.03";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"10.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Warme Dranken";"Thee";"45.00";"146.25";"134.11";"12.14";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"6.00";"23.70";"21.72";"1.98";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"12.00";"39.00";"35.76";"3.24";"9.00";"0.00"
"Wraps";"Wrap Zalm";"25.00";"181.25";"166.25";"15.00";"9.00";"0.00"
