"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"5.00";"23.75";"19.65";"4.10";"21.00";"0.00"
"Bier";"Warsteiner";"6.00";"22.50";"18.60";"3.90";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"12.00";"102.00";"93.60";"8.40";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"18.00";"148.50";"136.26";"12.24";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"16.00";"100.00";"91.68";"8.32";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"16.00";"111.20";"102.08";"9.12";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"14.00";"119.00";"109.20";"9.80";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"2.00";"1.90";"1.74";"0.16";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"6.00";"17.70";"16.26";"1.44";"9.00";"0.00"
"Gebak";"Appelflap";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Gebak";"Appeltaart";"29.00";"123.25";"113.10";"10.15";"9.00";"0.00"
"Gebak";"Carrot Cake";"10.00";"39.50";"36.20";"3.30";"9.00";"0.00"
"Gebak";"Gevulde Koek";"5.00";"15.50";"14.20";"1.30";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"20.00";"105.00";"96.40";"8.60";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"5.00";"23.75";"21.80";"1.95";"9.00";"0.00"
"Gebak";"Slagroom";"9.00";"4.50";"4.14";"0.36";"9.00";"0.00"
"Ijs";"Dracula";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Ijs";"Magnum Classic";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Magnum White";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Raket";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Kleine trek";"Kaasbroodje";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"25.00";"98.75";"90.50";"8.25";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Cassis";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"9.00";"30.15";"27.63";"2.52";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"11.00";"35.75";"32.78";"2.97";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Fristi";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Pink Aromatic Berries";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Rivella ";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"10.00";"35.00";"32.10";"2.90";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"6.00";"21.00";"19.26";"1.74";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"6.00";"21.00";"19.26";"1.74";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Tonic";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"3.00";"14.25";"13.08";"1.17";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"4.00";"15.00";"13.76";"1.24";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"5.00";"59.75";"54.80";"4.95";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
"Snoep";"Chips";"6.00";"11.70";"10.74";"0.96";"9.00";"0.00"
"Soepen";"Seizoenssoep";"16.00";"120.00";"110.08";"9.92";"9.00";"0.00"
"Soepen";"Tomatensoep";"11.00";"76.45";"70.18";"6.27";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"55.00";"192.50";"176.55";"15.95";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Espresso";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Warme Dranken";"Koffie";"58.00";"188.50";"172.84";"15.66";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"15.00";"63.75";"58.50";"5.25";"9.00";"0.00"
"Warme Dranken";"Thee";"33.00";"107.25";"98.34";"8.91";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"6.00";"23.70";"21.72";"1.98";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Wijn";"Witte Wijn - Mr Paul | Sauvignon Blanc";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"8.00";"58.00";"53.20";"4.80";"9.00";"0.00"
