"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"6.00";"28.50";"23.58";"4.92";"21.00";"0.00"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"11.00";"93.50";"85.80";"7.70";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"17.00";"140.25";"128.69";"11.56";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"22.00";"130.90";"120.12";"10.78";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"5.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Gebak";"Aardbei plaatgebak";"7.00";"38.50";"35.35";"3.15";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appelflap";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Gebak";"Appeltaart";"8.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Gebak";"Carrot Cake";"8.00";"31.60";"28.96";"2.64";"9.00";"0.00"
"Gebak";"Gevulde Koek";"3.00";"9.30";"8.52";"0.78";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"5.00";"26.25";"24.10";"2.15";"9.00";"0.00"
"Gebak";"Slagroom";"3.00";"1.50";"1.38";"0.12";"9.00";"0.00"
"Ijs";"Calippo cola";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Ijs";"Cornetto";"3.00";"7.50";"6.87";"0.63";"9.00";"0.00"
"Ijs";"Magnum Classic";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Magnum White";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Ijs";"Raket";"3.00";"5.25";"4.83";"0.42";"9.00";"0.00"
"Ijs";"Solero";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"18.00";"71.10";"65.16";"5.94";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"34.00";"113.90";"104.38";"9.52";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Koude Dranken";"Chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"15.00";"48.75";"44.70";"4.05";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"12.00";"39.00";"35.76";"3.24";"9.00";"0.00"
"Koude Dranken";"Fanta";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Rivella ";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"9.00";"31.50";"28.89";"2.61";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Tonic";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"12.00";"57.00";"52.32";"4.68";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"14.00";"167.30";"153.44";"13.86";"9.00";"0.00"
"Snacks";"Fritessaus zakje ";"1.00";"0.75";"0.69";"0.06";"9.00";"0.00"
"Snacks";"Kroket";"8.00";"30.40";"27.92";"2.48";"9.00";"0.00"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"4.00";"7.80";"7.16";"0.64";"9.00";"0.00"
"Soepen";"Seizoenssoep";"6.00";"45.00";"41.28";"3.72";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"19.00";"66.50";"60.99";"5.51";"9.00";"0.00"
"Warme Dranken";"Espresso";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Warme Dranken";"Koffie";"30.00";"97.50";"89.41";"8.09";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"4.00";"17.00";"15.60";"1.40";"9.00";"0.00"
"Warme Dranken";"Thee";"13.00";"42.25";"38.74";"3.51";"9.00";"0.00"
"Wraps";"Wrap Zalm";"20.00";"145.00";"133.00";"12.00";"9.00";"0.00"
