"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"3.00";"14.25";"11.79";"2.46";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"12.00";"102.00";"93.59";"8.41";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"17.00";"140.25";"128.69";"11.56";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"27.00";"187.65";"172.25";"15.40";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"5.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"3.00";"8.85";"8.13";"0.72";"9.00";"0.00"
"Gebak";"Appelflap";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Gebak";"Appeltaart";"11.00";"46.75";"42.90";"3.85";"9.00";"0.00"
"Gebak";"Carrot Cake";"14.00";"55.30";"50.69";"4.61";"9.00";"0.00"
"Gebak";"Gevulde Koek";"4.00";"12.40";"11.36";"1.04";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"17.00";"89.25";"81.94";"7.31";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"5.00";"23.75";"21.80";"1.95";"9.00";"0.00"
"Gebak";"Slagroom";"4.00";"2.00";"1.84";"0.16";"9.00";"0.00"
"Ijs";"Cornetto";"3.00";"7.50";"6.87";"0.63";"9.00";"0.00"
"Ijs";"Dracula";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Magnum Classic";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Raket";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Ijs";"Solero";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"23.00";"90.85";"83.26";"7.59";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"17.00";"56.95";"52.19";"4.76";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"12.00";"39.00";"35.76";"3.24";"9.00";"0.00"
"Koude Dranken";"Chocomel";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"16.00";"52.00";"47.68";"4.32";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Fanta";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Fristi";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Rivella ";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"9.00";"31.50";"28.89";"2.61";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Koude Dranken";"Tonic";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"1.00";"4.75";"4.36";"0.39";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"1.00";"3.75";"3.44";"0.31";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"6.00";"71.70";"65.76";"5.94";"9.00";"0.00"
"Snoep";"Chips";"3.00";"5.85";"5.37";"0.48";"9.00";"0.00"
"Soepen";"Seizoenssoep";"7.00";"52.50";"48.16";"4.34";"9.00";"0.00"
"Soepen";"Tomatensoep";"9.00";"62.55";"57.42";"5.13";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"48.00";"168.00";"154.08";"13.92";"9.00";"0.00"
"Warme Dranken";"Espresso";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Warme Dranken";"Koffie";"48.00";"156.00";"143.04";"12.96";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"7.00";"29.75";"27.30";"2.45";"9.00";"0.00"
"Warme Dranken";"Thee";"15.00";"48.75";"44.70";"4.05";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Wijn";"Rosé Wijn - Mr Paul | Cinsualt Rosé";"2.00";"13.90";"11.48";"2.42";"21.00";"0.00"
"Wraps";"Wrap Zalm";"27.00";"195.75";"179.55";"16.20";"9.00";"0.00"
