"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"5.00";"22.56";"18.66";"3.90";"21.00";"1.19"
"Bier";"Warsteiner";"4.00";"12.75";"10.54";"2.21";"21.00";"2.25"
"Broodjes";"Broodje Bal (in jus)";"8.00";"68.00";"62.40";"5.60";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"12.00";"96.94";"88.95";"7.99";"9.00";"2.06"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"26.00";"175.14";"160.76";"14.38";"9.00";"5.56"
"Broodjes";"Pretzel Mortadella";"8.00";"68.00";"62.40";"5.60";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"2.00";"5.31";"4.88";"0.43";"9.00";"0.59"
"Gebak";"Appeltaart";"21.00";"89.25";"81.90";"7.35";"9.00";"0.00"
"Gebak";"Carrot Cake";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Gebak";"Gevulde Koek";"6.00";"18.60";"17.04";"1.56";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"19.00";"95.03";"87.22";"7.81";"9.00";"4.72"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"8.00";"38.00";"34.88";"3.12";"9.00";"0.00"
"Gebak";"Slagroom";"4.00";"2.00";"1.84";"0.16";"9.00";"0.00"
"Ijs";"Cornetto";"2.00";"5.00";"4.58";"0.42";"9.00";"0.00"
"Ijs";"Magnum Classic";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"19.00";"71.09";"65.20";"5.89";"9.00";"3.96"
"Koude Dranken";"Bitter Lemon";"10.00";"31.85";"29.21";"2.64";"9.00";"0.65"
"Koude Dranken";"Chaudfontaine Blauw PET";"12.00";"37.52";"34.40";"3.12";"9.00";"2.68"
"Koude Dranken";"Chaudfontaine Rood";"8.00";"25.19";"23.10";"2.09";"9.00";"0.81"
"Koude Dranken";"Chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"14.00";"44.69";"40.98";"3.71";"9.00";"0.81"
"Koude Dranken";"Coca Cola Zero";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fanta";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Rivella ";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"3.00";"9.80";"8.99";"0.81";"9.00";"0.70"
"Koude Dranken";"Tonic";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"3.00";"11.40";"10.47";"0.93";"9.00";"2.85"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"6.00";"68.71";"63.02";"5.69";"9.00";"2.99"
"Snacks";"Kroket";"5.00";"15.77";"14.47";"1.30";"9.00";"3.23"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"3.00";"5.85";"5.37";"0.48";"9.00";"0.00"
"Soepen";"Seizoenssoep";"18.00";"135.00";"123.84";"11.16";"9.00";"0.00"
"Soepen";"Tomatensoep";"4.00";"26.06";"23.92";"2.14";"9.00";"1.74"
"Warme Dranken";"Cappuccino";"47.00";"162.05";"148.62";"13.43";"9.00";"2.45"
"Warme Dranken";"Koffie";"53.00";"169.98";"155.87";"14.11";"9.00";"2.27"
"Warme Dranken";"Koffie Verkeerd";"4.00";"13.12";"12.03";"1.09";"9.00";"0.88"
"Warme Dranken";"Latte Macchiato";"7.00";"29.75";"27.30";"2.45";"9.00";"0.00"
"Warme Dranken";"Thee";"20.00";"64.19";"58.86";"5.33";"9.00";"0.81"
"Warme Dranken";"Thee | Verse gember";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"7.00";"26.07";"23.90";"2.17";"9.00";"1.58"
"Warme Dranken";"Warme chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Wijn";"Rosé Wijn - Mr Paul | Cinsualt Rosé";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wijn";"Witte Wijn - Mr Paul | Sauvignon Blanc";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"20.00";"145.00";"133.00";"12.00";"9.00";"0.00"
