"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"10.00";"85.00";"78.00";"7.00";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"24.00";"198.00";"181.68";"16.32";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"14.00";"87.50";"80.22";"7.28";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"25.00";"170.27";"156.28";"13.99";"9.00";"3.48"
"Broodjes";"Pretzel Mortadella";"10.00";"82.88";"76.05";"6.83";"9.00";"2.12"
"Broodjes";"Tafelbroodje";"3.00";"2.85";"2.61";"0.24";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"6.00";"17.70";"16.26";"1.44";"9.00";"0.00"
"Gebak";"Appelflap";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Gebak";"Appeltaart";"27.00";"114.75";"105.30";"9.45";"9.00";"0.00"
"Gebak";"Carrot Cake";"11.00";"43.45";"39.82";"3.63";"9.00";"0.00"
"Gebak";"Gevulde Koek";"2.00";"6.20";"5.68";"0.52";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"28.00";"147.00";"134.96";"12.04";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"13.00";"61.75";"56.68";"5.07";"9.00";"0.00"
"Gebak";"Slagroom";"14.00";"7.00";"6.44";"0.56";"9.00";"0.00"
"Ijs";"Cornetto";"4.00";"10.00";"9.16";"0.84";"9.00";"0.00"
"Ijs";"Raket";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"25.00";"97.76";"89.60";"8.16";"9.00";"0.99"
"Koude Dranken";"Bitter Lemon";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Cassis";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
