"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"15.00";"70.30";"58.16";"12.14";"21.00";"0.95"
"Bier";"Liefmans Fruitesse";"3.00";"14.25";"11.79";"2.46";"21.00";"0.00"
"Bier";"Warsteiner";"11.00";"41.25";"34.10";"7.15";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"4.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"14.00";"115.50";"105.98";"9.52";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"21.00";"131.25";"120.33";"10.92";"9.00";"0.00"
"Broodjes";"Croissant los";"1.00";"1.80";"1.65";"0.15";"9.00";"0.45"
"Broodjes";"Oerbrood Kroket";"57.00";"339.15";"311.22";"27.93";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"12.00";"100.30";"92.04";"8.26";"9.00";"1.70"
"Broodjes";"Tafelbroodje";"4.00";"3.80";"3.48";"0.32";"9.00";"0.00"
"Gebak";"Aardbei plaatgebak";"26.00";"143.00";"131.30";"11.70";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appelflap";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Gebak";"Appeltaart";"8.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Gebak";"Carrot Cake";"10.00";"38.71";"35.48";"3.23";"9.00";"0.79"
"Gebak";"Gevulde Koek";"3.00";"9.30";"8.52";"0.78";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"21.00";"109.20";"100.25";"8.95";"9.00";"1.05"
"Gebak";"Slagroom";"4.00";"2.00";"1.84";"0.16";"9.00";"0.00"
"Ijs";"Cornetto";"1.00";"2.50";"2.29";"0.21";"9.00";"0.00"
"Ijs";"Magnum White";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"27.00";"105.07";"96.30";"8.77";"9.00";"1.58"
"Koude Dranken";"Bitter Lemon";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"11.00";"36.85";"33.77";"3.08";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"18.00";"57.85";"53.05";"4.80";"9.00";"0.65"
