"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"3.00";"14.25";"11.79";"2.46";"21.00";"0.00"
"Bier";"Warsteiner";"6.00";"22.50";"18.60";"3.90";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"10.00";"85.00";"78.00";"7.00";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"10.00";"82.50";"75.70";"6.80";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"9.00";"56.25";"51.57";"4.68";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"22.00";"152.90";"140.36";"12.54";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"7.00";"59.50";"54.60";"4.90";"9.00";"0.00"
"Gebak";"Appelflap";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Gebak";"Appeltaart";"14.00";"59.50";"54.60";"4.90";"9.00";"0.00"
"Gebak";"Carrot Cake";"8.00";"31.60";"28.96";"2.64";"9.00";"0.00"
"Gebak";"Gevulde Koek";"2.00";"6.20";"5.68";"0.52";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"15.00";"78.75";"72.30";"6.45";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"1.00";"4.75";"4.36";"0.39";"9.00";"0.00"
"Gebak";"Slagroom";"7.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Cornetto";"3.00";"7.50";"6.87";"0.63";"9.00";"0.00"
"Ijs";"Magnum Almond vegan";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Magnum Classic";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Ijs";"Magnum White";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Ijs";"Raket";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Solero";"2.00";"5.90";"5.42";"0.48";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"14.00";"46.90";"42.98";"3.92";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Fanta";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Pink Aromatic Berries";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Rivella ";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"6.00";"21.00";"19.26";"1.74";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"4.00";"19.00";"17.44";"1.56";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"5.00";"18.75";"17.20";"1.55";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"3.00";"35.85";"32.88";"2.97";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
