"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"3.00";"14.25";"11.79";"2.46";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"14.00";"119.00";"109.20";"9.80";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"8.00";"66.00";"60.56";"5.44";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"8.00";"50.00";"45.84";"4.16";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"12.00";"83.40";"76.56";"6.84";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"4.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"3.00";"8.85";"8.13";"0.72";"9.00";"0.00"
"Gebak";"Appelflap";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Gebak";"Appeltaart";"24.00";"102.00";"93.60";"8.40";"9.00";"0.00"
"Gebak";"Carrot Cake";"11.00";"42.46";"38.92";"3.54";"9.00";"0.99"
"Gebak";"Gevulde Koek";"4.00";"12.40";"11.36";"1.04";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"17.00";"89.25";"81.94";"7.31";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"6.00";"28.50";"26.16";"2.34";"9.00";"0.00"
"Gebak";"Slagroom";"17.00";"8.50";"7.82";"0.68";"9.00";"0.00"
"Ijs";"Magnum Almond vegan";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Magnum Classic";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Magnum White";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"14.00";"55.30";"50.68";"4.62";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"2.00";"6.70";"6.14";"0.56";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Koude Dranken";"Fanta";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fristi";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Rivella ";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"6.00";"21.00";"19.26";"1.74";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"5.00";"17.50";"16.05";"1.45";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"1.00";"4.75";"4.36";"0.39";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
"Snoep";"Chips";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Soepen";"Seizoenssoep";"19.00";"142.50";"130.72";"11.78";"9.00";"0.00"
"Soepen";"Tomatensoep";"10.00";"69.50";"63.79";"5.71";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"28.00";"98.00";"89.88";"8.12";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Espresso";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Warme Dranken";"Koffie";"27.00";"87.75";"80.46";"7.29";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"14.00";"59.50";"54.60";"4.90";"9.00";"0.00"
"Warme Dranken";"Thee";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"9.00";"35.55";"32.58";"2.97";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"9.00";"35.55";"32.58";"2.97";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Wraps";"Wrap Zalm";"13.00";"94.25";"86.45";"7.80";"9.00";"0.00"
