"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Broodjes";"Broodje Bal (in jus)";"1.00";"8.50";"7.80";"0.70";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"1.00";"8.25";"7.57";"0.68";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"6.00";"35.70";"32.76";"2.94";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"1.00";"8.50";"7.80";"0.70";"9.00";"0.00"
"Gebak";"Aardbei plaatgebak";"2.00";"11.00";"10.10";"0.90";"9.00";"0.00"
"Gebak";"Appelflap";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Gebak";"Gevulde Koek";"3.00";"9.30";"8.52";"0.78";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"3.00";"15.75";"14.46";"1.29";"9.00";"0.00"
"Ijs";"Calippo cola";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Ijs";"Magnum Classic";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"3.00";"11.85";"10.86";"0.99";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"2.00";"6.70";"6.14";"0.56";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fanta";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Fristi";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Tonic";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"1.00";"3.75";"3.44";"0.31";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"1.00";"11.95";"10.96";"0.99";"9.00";"0.00"
"Soepen";"Tomatensoep";"1.00";"6.95";"6.38";"0.57";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Koffie";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Wraps";"Wrap Zalm";"1.00";"7.25";"6.65";"0.60";"9.00";"0.00"
