"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Liefmans Fruitesse";"2.00";"9.50";"7.86";"1.64";"21.00";"0.00"
"Bier";"Warsteiner";"1.00";"3.75";"3.10";"0.65";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"8.00";"68.00";"62.40";"5.60";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"10.00";"82.50";"75.70";"6.80";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"15.00";"104.25";"95.70";"8.55";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"4.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"2.00";"1.90";"1.74";"0.16";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"2.00";"5.90";"5.42";"0.48";"9.00";"0.00"
"Gebak";"Appelflap";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Gebak";"Appeltaart";"10.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Gebak";"Carrot Cake";"5.00";"19.75";"18.10";"1.65";"9.00";"0.00"
"Gebak";"Gevulde Koek";"4.00";"12.40";"11.36";"1.04";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"7.00";"36.75";"33.74";"3.01";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"2.00";"9.50";"8.72";"0.78";"9.00";"0.00"
"Gebak";"Slagroom";"6.00";"3.00";"2.76";"0.24";"9.00";"0.00"
"Kleine trek";"Kaasbroodje";"7.00";"26.66";"24.44";"2.22";"9.00";"0.99"
"Kleine trek";"Saucijzenbroodje";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"3.00";"10.05";"9.21";"0.84";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fanta";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fristi";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Pink Aromatic Berries";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Tonic";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"2.00";"23.90";"21.92";"1.98";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Soepen";"Seizoenssoep";"5.00";"37.50";"34.40";"3.10";"9.00";"0.00"
"Soepen";"Tomatensoep";"9.00";"62.55";"57.42";"5.13";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"32.00";"112.00";"102.72";"9.28";"9.00";"0.00"
"Warme Dranken";"Espresso";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Warme Dranken";"Koffie";"22.00";"71.50";"65.56";"5.94";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"6.00";"25.50";"23.40";"2.10";"9.00";"0.00"
"Warme Dranken";"Thee";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"5.00";"19.75";"18.10";"1.65";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"5.00";"19.75";"18.10";"1.65";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Wijn";"Rode Wijn - Mr Paul | Merlot";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wijn";"Rosé Wijn - Mr Paul | Cinsualt Rosé";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"8.00";"58.00";"53.20";"4.80";"9.00";"0.00"
