"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"4.00";"19.00";"15.72";"3.28";"21.00";"0.00"
"Bier";"Warsteiner";"5.00";"18.75";"15.50";"3.25";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"9.00";"76.50";"70.20";"6.30";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"16.00";"132.00";"121.12";"10.88";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"15.00";"93.75";"85.95";"7.80";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"26.00";"154.70";"141.96";"12.74";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"6.00";"51.00";"46.80";"4.20";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Gebak";"Appelflap";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Gebak";"Appeltaart";"16.00";"68.00";"62.40";"5.60";"9.00";"0.00"
"Gebak";"Carrot Cake";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Gebak";"Gevulde Koek";"6.00";"18.60";"17.05";"1.55";"9.00";"0.00"
"Gebak";"Koffie met Appeltaart";"23.00";"149.50";"137.09";"12.41";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"36.00";"189.00";"173.52";"15.48";"9.00";"0.00"
"Gebak";"Slagroom";"13.00";"6.50";"5.98";"0.52";"9.00";"0.00"
"Ijs";"Calippo cola";"3.00";"5.85";"5.37";"0.48";"9.00";"0.00"
"Ijs";"Cornetto";"5.00";"12.50";"11.45";"1.05";"9.00";"0.00"
"Ijs";"Raket";"6.00";"10.50";"9.66";"0.84";"9.00";"0.00"
"Ijs";"Solero";"5.00";"14.75";"13.55";"1.20";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"22.00";"86.90";"79.64";"7.26";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"23.00";"77.05";"70.61";"6.44";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"14.00";"45.50";"41.72";"3.78";"9.00";"0.00"
"Koude Dranken";"Chocomel";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"11.00";"35.75";"32.78";"2.97";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Fanta";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Rivella ";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Koude Dranken";"Tonic";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"2.00";"9.50";"8.72";"0.78";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"1.00";"3.75";"3.44";"0.31";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"4.00";"15.00";"13.76";"1.24";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"7.00";"83.65";"76.72";"6.93";"9.00";"0.00"
"Snacks";"Kroket";"8.00";"30.40";"27.92";"2.48";"9.00";"0.00"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Soepen";"Seizoenssoep";"12.00";"90.00";"82.56";"7.44";"9.00";"0.00"
"Soepen";"Tomatensoep";"10.00";"69.50";"63.80";"5.70";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"36.00";"126.00";"115.56";"10.44";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"3.00";"13.50";"12.39";"1.11";"9.00";"0.00"
"Warme Dranken";"Espresso";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Warme Dranken";"Koffie";"52.00";"169.00";"154.96";"14.04";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"12.00";"51.00";"46.80";"4.20";"9.00";"0.00"
"Warme Dranken";"Thee";"15.00";"48.75";"44.70";"4.05";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"5.00";"19.75";"18.10";"1.65";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Wijn";"Rosé Wijn - Mr Paul | Cinsualt Rosé";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"31.00";"224.75";"206.15";"18.60";"9.00";"0.00"
