"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"5.00";"23.75";"19.65";"4.10";"21.00";"0.00"
"Bier";"Liefmans Fruitesse";"2.00";"9.50";"7.86";"1.64";"21.00";"0.00"
"Bier";"Warsteiner";"4.00";"15.00";"12.40";"2.60";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"7.00";"59.50";"54.60";"4.90";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"3.00";"24.75";"22.71";"2.04";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"5.00";"31.25";"28.65";"2.60";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"22.00";"130.90";"120.12";"10.78";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"4.00";"29.74";"27.28";"2.46";"9.00";"4.26"
"Gebak";"Aardbei plaatgebak";"19.00";"104.50";"95.95";"8.55";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"5.00";"14.75";"13.55";"1.20";"9.00";"0.00"
"Gebak";"Appelflap";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Gebak";"Appeltaart";"22.00";"93.50";"85.80";"7.70";"9.00";"0.00"
"Gebak";"Carrot Cake";"6.00";"23.70";"21.72";"1.98";"9.00";"0.00"
"Gebak";"Gevulde Koek";"5.00";"15.50";"14.20";"1.30";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"23.00";"120.75";"110.84";"9.91";"9.00";"0.00"
"Gebak";"Slagroom";"11.00";"5.50";"5.06";"0.44";"9.00";"0.00"
"Ijs";"Solero";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Kleine trek";"Kaasbroodje";"8.00";"31.60";"28.97";"2.63";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"17.00";"67.15";"61.54";"5.61";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"15.00";"50.25";"46.05";"4.20";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Koude Dranken";"Chocomel";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"8.00";"25.19";"23.10";"2.09";"9.00";"0.81"
"Koude Dranken";"Fristi";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
