"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"4.00";"33.00";"30.28";"2.72";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"2.00";"12.50";"11.46";"1.04";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"7.00";"41.65";"38.22";"3.43";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"3.00";"25.50";"23.40";"2.10";"9.00";"0.00"
"Gebak";"Aardbei plaatgebak";"7.00";"38.50";"35.35";"3.15";"9.00";"0.00"
"Gebak";"Appelflap";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Gebak";"Appeltaart";"6.00";"25.50";"23.40";"2.10";"9.00";"0.00"
"Gebak";"Carrot Cake";"8.00";"31.60";"28.96";"2.64";"9.00";"0.00"
"Gebak";"Gevulde Koek";"2.00";"6.20";"5.68";"0.52";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"13.00";"68.25";"62.64";"5.61";"9.00";"0.00"
"Gebak";"Slagroom";"2.00";"1.00";"0.92";"0.08";"9.00";"0.00"
"Ijs";"Cornetto";"6.00";"15.00";"13.74";"1.26";"9.00";"0.00"
"Ijs";"Magnum Almond vegan";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Magnum Classic";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"3.00";"5.25";"4.83";"0.42";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"7.00";"27.65";"25.35";"2.30";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"3.00";"10.05";"9.21";"0.84";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Fanta";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Rivella ";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"2.00";"23.90";"21.92";"1.98";"9.00";"0.00"
"Snacks";"Kroket";"1.00";"3.80";"3.49";"0.31";"9.00";"0.00"
"Snoep";"Chips";"1.00";"1.95";"1.79";"0.16";"9.00";"0.00"
"Soepen";"Seizoenssoep";"1.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Soepen";"Tomatensoep";"1.00";"6.95";"6.38";"0.57";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"28.00";"98.00";"89.88";"8.12";"9.00";"0.00"
"Warme Dranken";"Koffie";"28.00";"91.00";"83.44";"7.56";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"3.00";"12.75";"11.70";"1.05";"9.00";"0.00"
"Warme Dranken";"Thee";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"2.00";"7.90";"7.24";"0.66";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"2.00";"7.90";"7.24";"0.66";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Wraps";"Wrap Zalm";"4.00";"29.00";"26.60";"2.40";"9.00";"0.00"
