"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"6.00";"28.50";"23.58";"4.92";"21.00";"0.00"
"Bier";"Warsteiner";"3.00";"11.25";"9.30";"1.95";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"9.00";"76.50";"70.20";"6.30";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"9.00";"74.25";"68.13";"6.12";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"8.00";"50.00";"45.84";"4.16";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"30.00";"208.50";"191.40";"17.10";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"5.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appelflap";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Gebak";"Appeltaart";"24.00";"102.00";"93.60";"8.40";"9.00";"0.00"
"Gebak";"Carrot Cake";"9.00";"35.55";"32.58";"2.97";"9.00";"0.00"
"Gebak";"Gevulde Koek";"8.00";"24.80";"22.72";"2.08";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"24.00";"126.00";"115.68";"10.32";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"4.00";"19.00";"17.44";"1.56";"9.00";"0.00"
"Gebak";"Slagroom";"9.00";"4.50";"4.14";"0.36";"9.00";"0.00"
"Ijs";"Calippo cola";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Ijs";"Cornetto";"13.00";"32.50";"29.78";"2.72";"9.00";"0.00"
"Ijs";"Dracula";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Ijs";"Magnum Classic";"8.00";"28.00";"25.68";"2.32";"9.00";"0.00"
"Ijs";"Magnum White";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Raket";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Ijs";"Solero";"12.00";"35.40";"32.52";"2.88";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"4.00";"7.00";"6.44";"0.56";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"17.00";"67.15";"61.54";"5.61";"9.00";"0.00"
