"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"6.00";"28.50";"23.58";"4.92";"21.00";"0.00"
"Bier";"Liefmans Fruitesse";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Bier";"Warsteiner";"3.00";"11.25";"9.30";"1.95";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"4.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"2.00";"16.50";"15.14";"1.36";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"6.00";"37.50";"34.38";"3.12";"9.00";"0.00"
"Broodjes";"Croissant los";"4.00";"9.00";"8.24";"0.76";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"13.00";"90.35";"82.93";"7.42";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"1.00";"8.50";"7.80";"0.70";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"1.00";"2.95";"2.71";"0.24";"9.00";"0.00"
"Gebak";"Appelflap";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Gebak";"Appeltaart";"29.00";"123.25";"113.09";"10.16";"9.00";"0.00"
"Gebak";"Carrot Cake";"8.00";"31.60";"28.97";"2.63";"9.00";"0.00"
"Gebak";"Gevulde Koek";"4.00";"12.40";"11.36";"1.04";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"33.00";"173.25";"159.05";"14.20";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"9.00";"42.75";"39.24";"3.51";"9.00";"0.00"
"Gebak";"Slagroom";"58.00";"29.00";"26.62";"2.38";"9.00";"0.00"
"Ijs";"Calippo cola";"5.00";"9.75";"8.95";"0.80";"9.00";"0.00"
"Ijs";"Cornetto";"2.00";"5.00";"4.58";"0.42";"9.00";"0.00"
"Ijs";"Magnum White";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Solero";"2.00";"5.90";"5.42";"0.48";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"2.00";"3.50";"3.22";"0.28";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"21.00";"82.95";"76.02";"6.93";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"9.00";"30.15";"27.63";"2.52";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Chocomel";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"5.00";"16.25";"14.90";"1.35";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Fanta";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fristi";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Koude Dranken";"Pink Aromatic Berries";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Rivella ";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Koude Dranken";"Tonic";"4.00";"13.00";"11.92";"1.08";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"4.00";"19.00";"17.44";"1.56";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"3.00";"11.25";"10.32";"0.93";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"3.00";"35.85";"32.88";"2.97";"9.00";"0.00"
"Snacks";"Fritessaus zakje ";"1.00";"0.75";"0.69";"0.06";"9.00";"0.00"
"Snacks";"Mosterd zakje";"1.00";"0.50";"0.46";"0.04";"9.00";"0.00"
"Snoep";"Chips";"1.00";"1.95";"1.79";"0.16";"9.00";"0.00"
"Soepen";"Seizoenssoep";"11.00";"82.50";"75.68";"6.82";"9.00";"0.00"
"Soepen";"Tomatensoep";"7.00";"48.65";"44.66";"3.99";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"53.00";"184.62";"169.32";"15.30";"9.00";"0.88"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Koffie";"50.00";"161.69";"148.26";"13.43";"9.00";"0.81"
"Warme Dranken";"Koffie Verkeerd";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"8.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Warme Dranken";"Thee";"18.00";"58.50";"53.64";"4.86";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"4.00";"15.80";"14.48";"1.32";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"8.00";"26.00";"23.84";"2.16";"9.00";"0.00"
"Wijn";"Witte Wijn - Mr Paul | Sauvignon Blanc";"1.00";"6.95";"5.74";"1.21";"21.00";"0.00"
"Wraps";"Wrap Zalm";"2.00";"14.50";"13.30";"1.20";"9.00";"0.00"
