"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Bier";"Leffe Blond";"1.00";"4.75";"3.93";"0.82";"21.00";"0.00"
"Bier";"Warsteiner";"2.00";"7.50";"6.20";"1.30";"21.00";"0.00"
"Broodjes";"Broodje Bal (in jus)";"7.00";"59.50";"54.59";"4.91";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"5.00";"41.25";"37.85";"3.40";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"5.00";"31.25";"28.65";"2.60";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"8.00";"55.60";"51.04";"4.56";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"4.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"4.00";"11.80";"10.84";"0.96";"9.00";"0.00"
"Gebak";"Appelflap";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Gebak";"Appeltaart";"6.00";"25.50";"23.40";"2.10";"9.00";"0.00"
"Gebak";"Carrot Cake";"7.00";"27.65";"25.34";"2.31";"9.00";"0.00"
"Gebak";"Gevulde Koek";"2.00";"6.20";"5.68";"0.52";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"10.00";"52.50";"48.20";"4.30";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"1.00";"4.75";"4.36";"0.39";"9.00";"0.00"
"Gebak";"Slagroom";"9.00";"4.50";"4.14";"0.36";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"24.00";"94.80";"86.90";"7.90";"9.00";"0.00"
"Koude Dranken";"Bitter Lemon";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fanta";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fristi";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Pink Aromatic Berries";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"6.00";"21.00";"19.26";"1.74";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"1.00";"3.50";"3.21";"0.29";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Koude Dranken";"Tonic";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner 0.0";"2.00";"7.50";"6.88";"0.62";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"2.00";"23.90";"21.92";"1.98";"9.00";"0.00"
"Snacks";"Fritessaus zakje ";"1.00";"0.75";"0.69";"0.06";"9.00";"0.00"
"Snacks";"Ketchup zakje";"1.00";"0.75";"0.69";"0.06";"9.00";"0.00"
"Snacks";"Kroket";"11.00";"41.80";"38.39";"3.41";"9.00";"0.00"
"Snacks";"Mosterd zakje";"2.00";"1.00";"0.92";"0.08";"9.00";"0.00"
"Snoep";"Chips";"2.00";"3.90";"3.58";"0.32";"9.00";"0.00"
"Soepen";"Seizoenssoep";"15.00";"112.50";"103.20";"9.30";"9.00";"0.00"
"Soepen";"Tomatensoep";"14.00";"97.30";"89.31";"7.99";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"37.00";"129.50";"118.78";"10.72";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"2.00";"9.00";"8.26";"0.74";"9.00";"0.00"
"Warme Dranken";"Koffie";"34.00";"110.50";"101.34";"9.16";"9.00";"0.00"
"Warme Dranken";"Koffie Verkeerd";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"4.00";"17.00";"15.60";"1.40";"9.00";"0.00"
"Warme Dranken";"Thee";"10.00";"32.50";"29.80";"2.70";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"2.00";"7.90";"7.24";"0.66";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"12.00";"39.00";"35.76";"3.24";"9.00";"0.00"
"Wraps";"Wrap Zalm";"8.00";"58.00";"53.20";"4.80";"9.00";"0.00"
