"Omzetgroep naam";"Product Name";"Aantal";"Netto omzet incl. btw";"Netto omzet excl. btw";"Btw";"Btw code";"Korting"
"Broodjes";"Broodje Bal (in jus)";"2.00";"17.00";"15.60";"1.40";"9.00";"0.00"
"Broodjes";"Broodje Gegrilde Groente";"11.00";"90.75";"83.27";"7.48";"9.00";"0.00"
"Broodjes";"Croissant (belegd)";"18.00";"112.50";"103.14";"9.36";"9.00";"0.00"
"Broodjes";"Oerbrood Kroket";"19.00";"132.05";"121.22";"10.83";"9.00";"0.00"
"Broodjes";"Pretzel Mortadella";"5.00";"42.50";"39.00";"3.50";"9.00";"0.00"
"Broodjes";"Tafelbroodje";"1.00";"0.95";"0.87";"0.08";"9.00";"0.00"
"Gebak";"American Cookie (voorverpakt)";"6.00";"17.70";"16.26";"1.44";"9.00";"0.00"
"Gebak";"Appelflap";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Gebak";"Appeltaart";"19.00";"80.75";"74.10";"6.65";"9.00";"0.00"
"Gebak";"Carrot Cake";"12.00";"47.40";"43.45";"3.95";"9.00";"0.00"
"Gebak";"Gevulde Koek";"3.00";"9.30";"8.52";"0.78";"9.00";"0.00"
"Gebak";"Meringue  (glutenarm)";"26.00";"136.50";"125.30";"11.20";"9.00";"0.00"
"Gebak";"Plaatgebak  (vegan,  lactosearm)";"7.00";"33.25";"30.52";"2.73";"9.00";"0.00"
"Gebak";"Slagroom";"15.00";"7.50";"6.90";"0.60";"9.00";"0.00"
"Ijs";"Cornetto";"3.00";"7.50";"6.87";"0.63";"9.00";"0.00"
"Ijs";"Magnum Classic";"3.00";"10.50";"9.63";"0.87";"9.00";"0.00"
"Ijs";"Twister Marshmallow";"1.00";"1.75";"1.61";"0.14";"9.00";"0.00"
"Kleine trek";"Kaasbroodje";"1.00";"3.95";"3.62";"0.33";"9.00";"0.00"
"Kleine trek";"Saucijzenbroodje";"18.00";"71.10";"65.16";"5.94";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Blauw PET";"9.00";"30.15";"27.63";"2.52";"9.00";"0.00"
"Koude Dranken";"Chaudfontaine Rood";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Chocomel";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola";"1.00";"3.25";"2.98";"0.27";"9.00";"0.00"
"Koude Dranken";"Coca Cola Zero";"9.00";"29.25";"26.82";"2.43";"9.00";"0.00"
"Koude Dranken";"Fanta";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Green";"6.00";"19.50";"17.88";"1.62";"9.00";"0.00"
"Koude Dranken";"Fuze Tea - Sparkling Lemon";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Koude Dranken";"Rivella ";"7.00";"22.75";"20.86";"1.89";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel";"5.00";"17.50";"16.05";"1.45";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Cranberry";"7.00";"24.50";"22.47";"2.03";"9.00";"0.00"
"Koude Dranken";"Schulp | Appel/Kersen";"4.00";"14.00";"12.84";"1.16";"9.00";"0.00"
"Koude Dranken";"Schulp | Sinaasappel";"2.00";"7.00";"6.42";"0.58";"9.00";"0.00"
"Koude Dranken";"Tonic";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Non-alcoholische Dranken";"Leffe Blond 0.0 ";"5.00";"23.75";"21.80";"1.95";"9.00";"0.00"
"Non-alcoholische Dranken";"Warsteiner Radler 0.0 ";"4.00";"15.00";"13.76";"1.24";"9.00";"0.00"
"Salades";"Salade Parelcouscous";"8.00";"95.60";"87.68";"7.92";"9.00";"0.00"
"Snacks";"Kroket";"2.00";"7.60";"6.98";"0.62";"9.00";"0.00"
"Snoep";"Chips";"3.00";"5.85";"5.37";"0.48";"9.00";"0.00"
"Soepen";"Seizoenssoep";"6.00";"45.00";"41.28";"3.72";"9.00";"0.00"
"Soepen";"Tomatensoep";"8.00";"55.60";"51.04";"4.56";"9.00";"0.00"
"Warme Dranken";"Cappuccino";"56.00";"196.00";"179.76";"16.24";"9.00";"0.00"
"Warme Dranken";"Dubbele Espresso ";"1.00";"4.50";"4.13";"0.37";"9.00";"0.00"
"Warme Dranken";"Espresso";"2.00";"6.50";"5.96";"0.54";"9.00";"0.00"
"Warme Dranken";"Koffie";"47.00";"152.75";"140.06";"12.69";"9.00";"0.00"
"Warme Dranken";"Latte Macchiato";"8.00";"34.00";"31.20";"2.80";"9.00";"0.00"
"Warme Dranken";"Thee";"16.00";"52.00";"47.68";"4.32";"9.00";"0.00"
"Warme Dranken";"Thee | Verse gember";"8.00";"31.60";"28.96";"2.64";"9.00";"0.00"
"Warme Dranken";"Thee | Verse munt";"5.00";"19.75";"18.10";"1.65";"9.00";"0.00"
"Warme Dranken";"Warme chocomel";"3.00";"9.75";"8.94";"0.81";"9.00";"0.00"
"Wijn";"Witte Wijn - Mr Paul | Sauvignon Blanc";"2.00";"13.90";"11.48";"2.42";"21.00";"0.00"
"Wraps";"Wrap Zalm";"14.00";"101.50";"93.10";"8.40";"9.00";"0.00"
